id,sdid,gpstime,sd750,multiEye,sd1500,sd_gpsnanotime,sd_theta,sd_phi,sd_energy,sd_l,sd_b,sd_ra,sd_dec,sd_x,sd_dx,sd_y,sd_dy,sd_z,sd_easting,sd_northing,sd_altitude,sd_s450,sd_ds450,sd_s35,sd_beta,sd_gamma,sd_chi2,sd_ndf,sd_geochi2,sd_nbstat,fd_id,fd_gpsnanotime,fd_hdSpectrumEye,fd_hdCalibEye,fd_hdXmaxEye,fd_theta,fd_dtheta,fd_phi,fd_dphi,fd_l,fd_b,fd_ra,fd_dec,fd_totalEnergy,fd_dtotalEnergy,fd_calEnergy,fd_dcalEnergy,fd_xmax,fd_dxmax,fd_heightXmax,fd_distXmax,fd_dEdXmax,fd_ddEdXmax,fd_x,fd_dx,fd_y,fd_dy,fd_z,fd_easting,fd_northing,fd_altitude,fd_cherenkovFraction,fd_minViewAngle,fd_uspL,fd_duspL,fd_uspR,fd_duspR,fd_hottestStationId,fd_distSdpStation,fd_distAxisStation,sd_s38,sd_gpstime,sd_exposure
140028519200,24938650,1072784407,1,0,0,789398288,37.44,13.7,0.199,-2.84,19.29,247.39,-19.9,-25337.3,25.31,15053.3,19.77,90.33,451896.25,6114183.37,1490.33,13.76,1.47,14.94,-2.85,-0.31,13.08,9,1.78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072784407,0.0181
140030137800,24939100,1072786993,1,0,0,933169132,16.99,262.01,0.18,-43.2,8.56,215.43,-51.86,-24332.5,19.6,16510.3,17.85,86.87,452896.82,6115642,1486.87,18.18,1.7,13.55,-3.11,-0.3,6.82,5,14.86,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072786993,0.0183
140030547100,24939800,1072791086,1,0,0,192834791,19,6.54,0.124,-5.45,4.59,258.52,-30.96,-25555.3,48.91,14364.5,19.94,89.54,451680.14,6113494.4,1489.54,12.38,1.77,9.29,-3.1,-0.3,2.2,7,3.34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072791086,0.0187
140030664700,24940000,1072792262,1,0,0,750215759,33.52,221.14,0.11,-52.55,11.75,199.88,-50.88,-27611.8,31.14,13604.4,48.13,96.87,449626.81,6112729.63,1496.87,8.64,1.28,8.29,-2.88,-0.32,2.49,3,1.33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072792262,0.0188
140030681900,24940030,1072792434,1,0,0,85665351,36.96,224.16,0.139,-55.37,9.6,195.66,-53.24,-28569.8,38.9,15678.3,25.06,103.74,448664.18,6114799.87,1503.74,9.78,1.54,10.43,-2.78,-0.34,10.76,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072792434,0.0188
140031012800,24940650,1072795743,1,0,0,855117106,17.11,39.95,0.116,6.51,0.04,270.06,-23.31,-26201.2,15.24,15499.3,8.59,97.22,451031.52,6114627.06,1497.22,11.9,3.83,8.75,-3.15,-0.3,9.39,3,4.98,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072795743,0.0191
140031426200,24941370,1072799877,1,0,0,56683668,13.96,272.53,0.109,-15.06,-14.74,273.97,-49.07,-24729.4,43.93,13118.5,16,84.4,452508.7,6112251.32,1484.4,11.4,1.49,8.17,-3.02,-0.34,23.5,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072799877,0.0194
140031974200,24942390,1072805357,1,0,0,445069841,30.93,143.82,0.169,14.78,4.04,270.69,-14.15,-27095.4,36.22,12640.8,24.16,90.97,450146.42,6111767.39,1490.97,14.21,1.96,12.72,-2.96,-0.3,9.04,3,0.32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072805357,0.0199
140032090500,24942610,1072806520,1,0,0,387212484,11.87,7,0.192,11.47,-40.1,314.91,-32.87,-25530.5,11.35,16077.5,41.35,92.34,451700.6,6115206.49,1492.34,20.07,1.76,14.4,-3.17,-0.29,10.44,7,2.14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072806520,0.02
140032197800,24942800,1072807593,1,0,0,602192553,34.89,218.96,0.12,-19.78,-8.08,261.54,-49.92,-24171.1,46.84,14335,35.3,83.45,453063.44,6113468.42,1483.45,9.13,1.45,9.03,-2.82,-0.33,5.35,5,4.16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072807593,0.0201
140032246000,24942880,1072808075,1,0,0,289082238,3.81,246.63,0.165,2.82,-33.41,305.36,-38.59,-28099.1,50.87,14712.6,9.28,101.53,449136.82,6113835.75,1501.53,17.79,2.77,12.39,-3.17,-0.3,4.21,7,0.82,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072808075,0.0201
140033175800,24944580,1072817373,1,0,0,745110428,16.46,172.96,0.523,15.29,-50,326.93,-31.51,-25070.6,10.72,14322.1,13.21,87.38,452164.59,6113453.25,1487.38,51.24,2.95,39.22,-3.15,-0.29,22.35,14,5.87,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072817373,0.0209
140033368600,24944930,1072819301,1,0,0,269167900,10.97,221.66,0.586,-6.18,-61.66,343.2,-41.9,-25461,29.08,15523.8,30.63,93.01,451771.42,6114653.22,1493.01,57.83,5.29,43.89,-3.19,-0.28,16.82,14,9.12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072819301,0.0211
140033417800,24945010,1072819793,1,0,0,8073116,38.38,185.27,0.107,14.49,-36.12,310.89,-29.75,-24383,51.85,15703,32.3,87.04,452848.32,6114835.09,1487.04,7.3,1.1,8.09,-2.78,-0.33,9.93,3,3.24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072819793,0.0211
140033729900,24945630,1072822914,1,0,0,488078543,9.61,117.46,0.213,36.08,-82.44,4.42,-26.46,-26090.5,25.84,16607.1,26.94,95.98,451139.57,6115734.31,1495.98,22.52,2.56,16.03,-3.18,-0.29,4.9,9,4.53,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072822914,0.0214
140033750300,24945660,1072823118,1,0,0,292666697,35.26,349.55,0.156,-126.06,-54.77,53.27,-33.82,-25279.7,18.68,15469.5,63.5,91.58,451952.73,6114599.4,1491.58,11.74,1.67,11.7,-2.87,-0.32,11.9,6,0.92,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072823118,0.0214
140034748401,24947530,1072833099,1,0,0,132769652,22.36,151.56,0.173,-159.12,-73.2,30.68,-22.51,-27215.6,59.28,16222.2,61.07,102.33,450016.13,6115346.8,1502.33,16.64,2.23,12.96,-3.04,-0.31,10.39,6,0.12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072833099,0.022
140035023100,24948070,1072835846,1,0,0,255451381,30.42,269.75,0.128,-81.81,-40.68,62.88,-65.53,-24259.9,23.82,15586.9,38.16,85.59,452971.63,6114719.37,1485.59,10.85,1.41,9.64,-2.97,-0.31,4.72,3,1.55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072835846,0.0222
140035077400,24948250,1072836389,1,0,0,229520577,5.77,216.83,0.114,-118.68,-49.49,59.7,-38.43,-27378.6,18.33,14273.5,39.16,98.94,449858.1,6113398.91,1498.94,12.38,1.47,8.61,-3.08,-0.33,10.89,2,0.24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072836389,0.0222
140035529400,24949460,1072840909,1,0,0,619664310,32.48,31.03,0.402,-129.04,1.91,113.04,-15.08,-25081.7,22.12,13134.3,13.06,85.19,452156.56,6112266.21,1485.19,32.24,2.31,30.16,-2.99,-0.29,14.42,14,6.14,11,6,619754006,0,1,0,32.86,0.78,29.4,1.17,231.62,2.44,113.85,-15.4,0.371,0.033,0.305,0.026,599.2,30.22,5996.35,10231.1,0.55,0.03,-25114.79,60.27,13172.17,52.29,84.89,452124.89,6112304.72,1548.59,0.13,34.93,220.91,10.5,0.25,0.05,643,285.64,311.1,,1072840909,0.0226
140036318600,24951570,1072848801,1,0,0,510027614,8.77,181.12,0.118,-113.98,-12.11,106.82,-34.8,-24158.9,37.23,14585.1,45.19,83.66,453075.07,6113718.37,1483.66,12.62,2.36,8.87,-3.02,-0.35,27.34,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072848801,0.0233
140036479100,24952000,1072850406,1,0,0,663776918,32.06,271.33,0.246,-78.98,-16.59,125.8,-67.15,-25287.9,58.64,17011.6,55.49,91.53,451940.73,6116140.55,1491.53,19.95,1.77,18.48,-2.96,-0.3,6.48,7,2.15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072850406,0.0234
140036482001,24952010,1072850435,1,0,0,437000203,32.35,242.18,0.116,-90.16,-27.98,93.41,-60.74,-25820.7,38.36,16195,13.84,93.85,451411.41,6115322.82,1493.85,9.36,1.75,8.69,-2.93,-0.31,6.35,3,0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072850435,0.0234
140036516800,24952110,1072850783,1,0,0,50140243,7.4,64.5,0.129,-109.65,7.64,129.39,-28.38,-27388.8,4.11,16127,3.97,103.31,449843.29,6115251.31,1503.31,13.86,1.71,9.72,-3.11,-0.31,3.59,5,0.02,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072850783,0.0235
140036710100,24952600,1072852716,1,0,0,237032968,38.35,86.1,0.185,-133.41,31.05,136.37,3.16,-25931.3,43.68,14685.2,34.96,93.48,451303.86,6113813.73,1493.48,12.47,2,13.93,-2.85,-0.3,11.99,5,0.97,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072852716,0.0236
140036863000,24952980,1072854245,1,0,0,453216840,18.31,14.84,0.217,-88.56,26.1,160.51,-28.75,-25675.7,31.49,14992,27.21,92.77,451558.22,6114121.26,1492.77,21.5,2.09,16.27,-3.13,-0.29,8.23,6,1.01,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072854245,0.0238
140036941700,24953170,1072855032,1,0,0,482413653,34.9,310.42,0.161,-61.55,6.61,184.89,-55.99,-26632.8,37.3,15931.9,15.14,98.48,450599.32,6115058.2,1498.48,12.15,1.9,12.13,-2.88,-0.31,6.12,6,2.32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072855032,0.0238
140036958100,24953220,1072855196,1,0,0,486226265,25.23,75.5,0.423,-110.35,34.27,150.5,-10.54,-27395.3,13.11,15237.1,13.12,102.38,449839.03,6114361.89,1502.38,38.41,2.41,31.71,-3.06,-0.29,14.27,12,7.93,10,6,486303582,0,1,0,25.18,0.31,76.46,1.6,249.18,33.93,149.98,-10.49,0.394,0.028,0.325,0.021,694.29,12.14,4228.94,5529.54,0.57,0.02,-27472.9,32.62,15248,11.43,105.87,449762.95,6114373.84,1584.9,0.08,23.19,226.1,7.84,0.27,0.04,1574,203.08,330.76,,1072855196,0.0238
140037564500,24954410,1072861260,1,0,0,919007252,17.44,179.39,0.193,-94.67,16.59,148.61,-33.07,-24172,15.38,14050,27.58,82.77,453063.31,6113183.62,1482.77,19.35,2.3,14.53,-3.12,-0.29,8.69,6,0.49,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072861260,0.0244
140037701300,24954660,1072862628,1,0,0,893841652,39.16,32.69,0.41,-33.32,50.4,207.96,-9.67,-25575.5,99.15,17080.7,18.98,92.72,451653.11,6116208.95,1492.72,26.72,2.33,30.78,-2.86,-0.29,17.08,9,8.39,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072862628,0.0245
140037933200,24955050,1072864947,1,0,0,578835412,16.86,191.77,0.101,-81.33,20.66,164.18,-36.74,-26065.6,16.88,14834.5,55.12,94.41,451168.98,6113962.83,1494.41,10.26,1.71,7.56,-3.08,-0.31,2.75,3,0.88,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072864947,0.0247
140038121900,24955390,1072866834,1,0,0,562565033,22.83,206.12,0.139,-78.39,16.2,164.85,-41.98,-25811.2,36.34,16275.9,12.66,94.03,451419.54,6115404.03,1494.03,13.29,1.83,10.48,-3.04,-0.31,6.58,3,2.39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072866834,0.0249
140040379400,24957010,1072875809,1,0,0,943284245,36.55,325.73,0.191,-12.75,-15.95,276.98,-47.52,-27289.1,28.71,16162.2,27.4,103.05,449943.28,6115286.3,1503.05,13.71,2.13,14.33,-2.84,-0.32,24.42,3,0.21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072875809,0.0256
140040459901,24957150,1072876614,1,0,0,551344886,36.76,48.45,0.36,15.55,19.83,257.27,-5.48,-26564.7,15.51,15579.7,54.96,98.93,450668.29,6114706.32,1498.93,25.74,2.37,27.03,-2.91,-0.29,26.99,13,7.24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072876614,0.0257
140040586000,24957390,1072877875,1,0,0,977374517,25.73,356.09,0.299,-1.88,-4.67,269.99,-32.92,-28735.1,16.54,15332.8,25.67,103.63,448499.37,6114454.67,1503.63,27.37,2.46,22.45,-3.06,-0.29,18.2,11,4.24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072877875,0.0258
140040605100,24957420,1072878066,1,0,0,317314977,25.04,25.92,0.165,4.94,5.65,263.98,-21.76,-27592.6,36.24,15289.7,29.11,103.31,449641.74,6114413.95,1503.31,15.41,2.02,12.4,-3.02,-0.31,7.15,5,2.02,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072878066,0.0258
140040965600,24958080,1072881671,1,0,0,559307825,25.29,325,0.101,-9.35,-20.68,285.12,-46.15,-24640.8,18.35,16161.4,44.2,88.75,452589.54,6115292.53,1488.75,9.51,1.29,7.6,-2.97,-0.33,3.5,3,1.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072881671,0.0261
140041285401,24958690,1072884869,1,0,0,884880295,9.85,254.94,0.177,-14.13,-6.95,264.55,-44.59,-26890.2,29.25,13200.1,18.62,93.31,450348.93,6112327.41,1493.31,18.81,1.74,13.27,-3.1,-0.32,5.02,6,0.42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072884869,0.0264
140041632400,24959350,1072888339,1,0,0,133857996,34.27,304.7,0.304,-23.38,-42.28,320.63,-58.72,-25533.9,48.54,16733.3,58,92.78,451695.63,6115861.81,1492.78,23.58,3.02,22.78,-2.89,-0.32,12.99,11,6.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072888339,0.0267
140041918800,24959870,1072891203,1,0,0,655912955,9.94,58.24,0.181,15.12,-26.42,300.49,-26.53,-27192.7,37.3,15039.6,25.37,100.4,450042.02,6114165.04,1500.4,19.33,1.92,13.59,-3.17,-0.29,8.98,4,0.42,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072891203,0.027
140042216200,24960440,1072894177,1,0,0,183592231,33.05,6.46,0.105,29.55,-64.22,344.06,-25.69,-25302.7,33.94,12941,44.09,86.23,451936.18,6112072.39,1486.23,8.52,1.51,7.91,-2.87,-0.33,5.54,2,0.35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072894177,0.0272
140042681100,24961340,1072898826,1,0,0,544943912,25.86,217.35,1.211,-8.42,-27.97,295.72,-47.15,-29930.4,5.04,14752.4,16.97,102.97,447306.74,6113871.1,1502.97,110.24,4.48,90.64,-3.18,-0.25,19.8,11,17.13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072898826,0.0276
140043009900,24962040,1072902114,1,0,0,557749579,26.87,328.88,0.107,-57.91,-72.29,13.22,-44.84,-27339.2,25.79,15650.3,28.84,102.97,449894.03,6114774.95,1502.97,9.93,1.23,8.04,-2.95,-0.33,7.06,2,1.49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072902114,0.0279
140043083400,24962190,1072902849,1,0,0,887954019,10.44,4.13,0.173,4.41,-73.94,355.86,-33.76,-25953.6,22.26,12651.3,25.48,88.02,451286.36,6111781.25,1488.02,18.61,1.85,13,-3.14,-0.3,30.47,5,1.12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072902849,0.0279
140043845800,24963690,1072910473,1,0,0,721816421,31.43,111.99,0.127,99.95,-66.7,3.94,-5.44,-24974.1,27.49,15623.4,30.03,90.44,452257.83,6114754.05,1490.44,10.77,1.56,9.56,-2.9,-0.32,8.18,2,1.27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072910473,0.0286
140043970500,24963920,1072911720,1,0,0,247020804,39.78,224.13,0.101,-19.01,-48.6,329.39,-53.66,-25286.8,59.04,15032.9,33.45,91.3,451946.74,6114163.1,1491.3,6.54,1.16,7.56,-2.77,-0.33,7.58,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072911720,0.0287
140044174500,24964320,1072913760,1,0,0,35184290,25.35,84.39,0.325,171.78,-65.42,31.39,-9.85,-26628.9,14.26,16570.5,19.49,99.35,450601.64,6115696.34,1499.35,30.43,2.15,24.41,-3.06,-0.29,55.91,12,5.72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072913760,0.0289
140044192100,24964350,1072913936,1,0,0,172269409,37.35,295.69,0.13,-83.66,-39.16,67.54,-64.83,-26487,30.76,16639.9,56.8,98.12,450743.28,6115766.28,1498.12,9.27,1.35,9.76,-2.83,-0.32,8.81,2,0.14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072913936,0.0289
140044271900,24964510,1072914734,1,0,0,620120230,31.03,331.1,0.133,-110.66,-40.22,71.94,-44.25,-25969.6,43.08,14906.9,37.36,94.28,451264.68,6114035.43,1494.28,11.33,1.88,9.97,-2.94,-0.31,7.45,4,0.12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072914734,0.029
140054319300,24982870,1073001608,1,0,0,125032809,37.82,39.56,0.139,-158.65,-37.56,64.48,-7.83,-28700.6,46.11,14383.4,37.31,100.98,448536.68,6113505.38,1500.98,9.85,1.4,10.45,-2.82,-0.31,4.33,4,1.61,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073001608,0.029
140054559000,24983310,1073004005,1,0,0,609380253,21.51,130.73,0.118,-171.57,-70.55,31.43,-17.88,-26313.6,98.86,16515.8,56.9,96.63,450916.9,6115642.55,1496.63,11.91,2,8.87,-3.07,-0.3,13.65,7,4.69,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073004005,0.0292
140054850300,24983900,1073006918,1,0,0,789796031,15.41,126.93,0.102,-147.67,-57.64,48.22,-22.34,-24934.6,52.69,16302.5,44.62,90.35,452295.54,6115432.84,1490.35,10.89,1.55,7.66,-3.09,-0.31,13.82,3,0.16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073006918,0.0295
140054903600,24984000,1073007451,1,0,0,24794339,33.94,318.2,0.147,-99,-21.31,102.18,-51.49,-24283.1,25.04,15287.5,35.9,85.57,452949.14,6114420.21,1485.57,11.69,1.39,11.02,-2.89,-0.32,6.73,3,0.21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073007451,0.0295
140054960801,24984130,1073008023,1,0,0,937523437,3.73,85.45,0.152,-128.93,-46.35,63.08,-31.41,-26429.3,23.54,13403.1,40.89,91.58,450809,6112531.24,1491.58,16.81,2.13,11.4,-3.17,-0.3,8.53,5,3.08,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073008023,0.0296
140055022500,24984290,1073008640,1,0,0,960832162,20.24,315.97,0.117,-105.76,-30.16,86.81,-47.48,-28228.6,32.04,14361.1,28.86,101.37,449008.46,6113484.33,1501.37,11.92,1.58,8.77,-3.05,-0.31,12.12,6,5.18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073008640,0.0296
140055029000,24984310,1073008705,1,0,0,569030292,15.01,353.07,0.191,-119.72,-29.94,84.02,-35.58,-23894.9,6.71,14114,16.16,82.15,453340.13,6113248.12,1482.15,20.1,2.97,14.31,-3.13,-0.29,1.83,7,2.31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073008705,0.0296
140055113100,24984560,1073009546,1,0,0,559304989,24.3,298.27,0.216,-96.73,-29.76,88.97,-55.2,-24506.3,12.18,16148.3,24.7,87.39,452723.96,6115279.81,1487.39,20.73,2.64,16.2,-3.06,-0.3,5.45,7,3.97,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073009546,0.0297
140055126000,24984600,1073009675,1,0,0,853867763,30.75,250.5,0.128,-80.06,-47.79,47.68,-62.65,-23994.1,55.87,15610.4,14.48,84.35,453237.36,6114743.49,1484.35,11.04,1.6,9.61,-2.92,-0.32,13.37,8,2.06,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073009675,0.0297
140055759800,24986170,1073016013,1,0,0,83908264,33.32,185.67,0.223,-129.64,-52.22,56.18,-31.58,-26423.4,35.65,15593.6,34.25,97.5,450809.41,6114720.6,1497.5,17.96,2.07,16.72,-2.89,-0.3,9,9,169.15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073016013,0.0303
140056036900,24986900,1073018784,1,0,0,290130907,29.76,341.54,0.138,-92.96,10.18,144.94,-38.98,-24679,31.97,14221.2,24.17,85.55,452556.71,6113353.06,1485.55,12.18,1.85,10.4,-2.96,-0.31,5.19,7,4.15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073018784,0.0305
140056607200,24988380,1073024487,1,0,0,572921735,12.37,334.65,0.19,-91.88,10.31,146.07,-39.59,-24377.9,34.98,14926.9,8.41,85.45,452855.29,6114059.44,1485.45,20.21,2.63,14.24,-3.16,-0.29,8.12,7,0.47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073024487,0.031
140056733500,24988710,1073025750,1,0,0,520823238,21.37,305.65,0.127,-79.04,5.46,156.48,-51.1,-25244.8,36.57,16442,23.94,91.31,451985.23,6115571.5,1491.31,12.72,1.33,9.53,-3.04,-0.31,8.2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073025750,0.0311
140057163400,24989840,1073030049,1,0,0,412387665,18.32,293.29,0.266,-73.46,7.95,166.18,-51.5,-26425.8,26.22,13896.7,19.77,92.91,450811.29,6113024.73,1492.91,26.93,2.07,19.95,-3.09,-0.3,7.81,13,3.94,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073030049,0.0315
140057271700,24990060,1073031132,1,0,0,434374963,13.88,179.08,0.101,-98.12,12.68,142.5,-33.69,-28803.6,49.95,14622.8,20.09,99.96,448433.17,6113744.4,1499.96,10.87,2.06,7.61,-3.1,-0.31,3.37,5,0.45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073031132,0.0316
140057295900,24990100,1073031374,1,0,0,771078372,11.64,95.26,0.131,-92.96,29.8,159.16,-23.52,-27123.5,38.9,14973.2,42.88,100.29,450111.37,6114098.84,1500.29,14.15,1.84,9.83,-3.16,-0.29,20.29,5,6.71,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073031374,0.0316
140057303500,24990110,1073031450,1,0,0,639174741,33.4,203.92,0.111,-103.77,-7.06,118.41,-41.44,-24605.2,189.18,13288.5,130.68,83.52,452632.29,6112421.47,1483.52,8.92,2.05,8.33,-2.85,-0.33,7.94,2,2.26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073031450,0.0316
140057427701,24990320,1073032692,1,0,0,892269037,22.41,150.87,0.246,-105.1,22.14,144.75,-22.29,-23969.9,33.07,13886,10.36,82.02,453265.71,6113020.2,1482.02,23.99,2.28,18.44,-3.05,-0.3,10.18,7,6.85,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073032692,0.0317
140057468900,24990390,1073033104,1,0,0,132856839,17.51,69.81,0.124,-81.11,40.78,173.87,-18.52,-24765.6,16.72,16202.5,35.71,89.08,452464.71,6115333.27,1489.08,12.9,1.47,9.31,-3.09,-0.31,2.76,5,9.54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073033104,0.0317
140057622000,24990650,1073034635,1,0,0,355361087,28.4,241.35,0.136,-78.98,-2.79,148.36,-57.88,-27362.6,34.52,14415.3,23.95,98.46,449873.76,6113540.67,1498.46,12.23,1.42,10.21,-2.87,-0.35,39.28,5,1.22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073034635,0.0319
140057775200,24990950,1073036167,1,0,0,471974517,14.64,199.44,0.14,-81.65,18.35,162.49,-38.66,-29166.1,39.19,15336.1,34.98,105.39,448069.09,6114456.35,1505.39,14.84,2.4,10.52,-3.04,-0.33,10.1,3,0.81,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073036167,0.032
140057847100,24991090,1073036886,1,0,0,327633228,33.2,263.2,0.163,-64.41,-6.08,173.19,-67.82,-25819.5,5.06,13507.5,32.85,90.26,451418.27,6112637.36,1490.26,13.12,2.04,12.23,-2.86,-0.33,13.94,3,1.19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073036886,0.0321
140057954500,24991290,1073037960,1,0,0,572298666,9.92,187.92,0.107,-72.38,24.96,175.68,-35.85,-24054.4,37.84,14336.7,16.61,81.95,453180.14,6113470.46,1481.95,11.75,1.92,8.09,-3.08,-0.32,6.74,4,0.08,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073037960,0.0321
140058257400,24991860,1073040989,1,0,0,344145041,22.5,116.78,0.11,-60.83,48.23,190.27,-14.57,-24549.8,37.37,14922.2,50.64,86.89,452683.63,6114054.31,1486.89,10.9,1.96,8.3,-3.01,-0.33,5.7,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073040989,0.0324
140058316801,24991980,1073041583,1,0,0,805981578,38.24,330.35,0.246,-19.49,0.2,251.99,-44.73,-29780.2,23.27,14908.9,31.74,103.38,447456.45,6114027.87,1503.38,16.96,2.15,18.5,-2.87,-0.3,1.85,7,3.68,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073041583,0.0325
